# Continuous evolution trace log
global_time,t,p,v,a
49.038350,0.505550,1156.247551,39.432900,0.000000
49.139460,0.606660,1160.234611,39.432900,0.000000
49.240570,0.707770,1164.221672,39.432900,0.000000
49.341680,0.808880,1168.208732,39.432900,0.000000
49.442790,0.909990,1172.195793,39.432900,0.000000
49.543900,1.011100,1176.182853,39.432900,0.000000
global_time,t,p,v,a
49.543900,0.000000,1176.182853,39.432900,0.000000
49.645010,0.101110,1180.169914,39.432900,0.000000
49.746120,0.202220,1184.156974,39.432900,0.000000
49.847230,0.303330,1188.144035,39.432900,0.000000
49.948340,0.404440,1192.131095,39.432900,0.000000
50.049450,0.505550,1196.118156,39.432900,0.000000
50.150560,0.606660,1200.105216,39.432900,0.000000
50.251670,0.707770,1204.092277,39.432900,0.000000
50.352780,0.808880,1208.079337,39.432900,0.000000
50.453890,0.909990,1212.066398,39.432900,0.000000
50.555000,1.011100,1216.053458,39.432900,0.000000
global_time,t,p,v,a
50.555000,0.000000,1216.053458,39.432900,0.000000
50.656110,0.101110,1220.040519,39.432900,0.000000
50.757220,0.202220,1224.027579,39.432900,0.000000
50.858330,0.303330,1228.014640,39.432900,0.000000
50.959440,0.404440,1232.001700,39.432900,0.000000
51.060550,0.505550,1235.988761,39.432900,0.000000
51.161660,0.606660,1239.975821,39.432900,0.000000
51.262770,0.707770,1243.962882,39.432900,0.000000
51.363880,0.808880,1247.949942,39.432900,0.000000
51.464990,0.909990,1251.937003,39.432900,0.000000
51.566100,1.011100,1255.924063,39.432900,0.000000
global_time,t,p,v,a
51.566100,0.000000,1255.924063,39.432900,0.000000
51.667210,0.101110,1259.911124,39.432900,0.000000
51.768320,0.202220,1263.898185,39.432900,0.000000
51.869430,0.303330,1267.885245,39.432900,0.000000
51.970540,0.404440,1271.872306,39.432900,0.000000
52.071650,0.505550,1275.859366,39.432900,0.000000
52.172760,0.606660,1279.846427,39.432900,0.000000
52.273870,0.707770,1283.833487,39.432900,0.000000
52.374980,0.808880,1287.820548,39.432900,0.000000
52.476090,0.909990,1291.807608,39.432900,0.000000
52.577200,1.011100,1295.794669,39.432900,0.000000
global_time,t,p,v,a
52.577200,0.000000,1295.794669,39.432900,0.000000
52.678310,0.101110,1299.781729,39.432900,0.000000
52.779420,0.202220,1303.768790,39.432900,0.000000
52.880530,0.303330,1307.755850,39.432900,0.000000
52.981640,0.404440,1311.742911,39.432900,0.000000
53.082750,0.505550,1315.729971,39.432900,0.000000
53.183860,0.606660,1319.717032,39.432900,0.000000
53.284970,0.707770,1323.704092,39.432900,0.000000
53.386080,0.808880,1327.691153,39.432900,0.000000
53.487190,0.909990,1331.678213,39.432900,0.000000
53.588300,1.011100,1335.665274,39.432900,0.000000
global_time,t,p,v,a
53.588300,0.000000,1335.665274,39.432900,0.000000
53.689410,0.101110,1339.652334,39.432900,0.000000
53.790520,0.202220,1343.639395,39.432900,0.000000
53.891630,0.303330,1347.626455,39.432900,0.000000
53.992740,0.404440,1351.613516,39.432900,0.000000
54.093850,0.505550,1355.600576,39.432900,0.000000
54.194960,0.606660,1359.587637,39.432900,0.000000
54.296070,0.707770,1363.574697,39.432900,0.000000
54.397180,0.808880,1367.561758,39.432900,0.000000
54.498290,0.909990,1371.548819,39.432900,0.000000
54.599400,1.011100,1375.535879,39.432900,0.000000
global_time,t,p,v,a
54.599400,0.000000,1375.535879,39.432900,0.000000
54.700510,0.101110,1379.522940,39.432900,0.000000
54.801620,0.202220,1383.510000,39.432900,0.000000
54.902730,0.303330,1387.497061,39.432900,0.000000
55.003840,0.404440,1391.484121,39.432900,0.000000
55.104950,0.505550,1395.471182,39.432900,0.000000
55.206060,0.606660,1399.458242,39.432900,0.000000
55.307170,0.707770,1403.445303,39.432900,0.000000
55.408280,0.808880,1407.432363,39.432900,0.000000
55.509390,0.909990,1411.419424,39.432900,0.000000
55.610500,1.011100,1415.406484,39.432900,0.000000
global_time,t,p,v,a
55.610500,0.000000,1415.406484,39.432900,0.000000
55.711610,0.101110,1419.393545,39.432900,0.000000
55.812720,0.202220,1423.380605,39.432900,0.000000
55.913830,0.303330,1427.367666,39.432900,0.000000
56.014940,0.404440,1431.354726,39.432900,0.000000
56.116050,0.505550,1435.341787,39.432900,0.000000
56.217160,0.606660,1439.328847,39.432900,0.000000
56.318270,0.707770,1443.315908,39.432900,0.000000
56.419380,0.808880,1447.302968,39.432900,0.000000
56.520490,0.909990,1451.290029,39.432900,0.000000
56.621600,1.011100,1455.277089,39.432900,0.000000
global_time,t,p,v,a
56.621600,0.000000,1455.277089,39.432900,0.000000
56.722710,0.101110,1459.264150,39.432900,0.000000
56.823820,0.202220,1463.251210,39.432900,0.000000
56.924930,0.303330,1467.238271,39.432900,0.000000
57.026040,0.404440,1471.225332,39.432900,0.000000
57.127150,0.505550,1475.212392,39.432900,0.000000
57.228260,0.606660,1479.199453,39.432900,0.000000
57.329370,0.707770,1483.186513,39.432900,0.000000
57.430480,0.808880,1487.173574,39.432900,0.000000
57.531590,0.909990,1491.160634,39.432900,0.000000
57.632700,1.011100,1495.147695,39.432900,0.000000
global_time,t,p,v,a
57.632700,0.000000,1495.147695,39.432900,0.000000
57.733810,0.101110,1499.134755,39.432900,0.000000
57.834920,0.202220,1503.121816,39.432900,0.000000
57.936030,0.303330,1507.108876,39.432900,0.000000
58.037140,0.404440,1511.095937,39.432900,0.000000
58.138250,0.505550,1515.082997,39.432900,0.000000
58.239360,0.606660,1519.070058,39.432900,0.000000
58.340470,0.707770,1523.057118,39.432900,0.000000
58.441580,0.808880,1527.044179,39.432900,0.000000
58.542690,0.909990,1531.031239,39.432900,0.000000
58.643800,1.011100,1535.018300,39.432900,0.000000
global_time,t,p,v,a
58.643800,0.000000,1535.018300,39.432900,0.000000
58.744910,0.101110,1539.005360,39.432900,0.000000
58.846020,0.202220,1542.992421,39.432900,0.000000
58.947130,0.303330,1546.979481,39.432900,0.000000
59.048240,0.404440,1550.966542,39.432900,0.000000
59.149350,0.505550,1554.953602,39.432900,0.000000
59.250460,0.606660,1558.940663,39.432900,0.000000
59.351570,0.707770,1562.927723,39.432900,0.000000
59.452680,0.808880,1566.914784,39.432900,0.000000
59.553790,0.909990,1570.901844,39.432900,0.000000
59.654900,1.011100,1574.888905,39.432900,0.000000
global_time,t,p,v,a
59.654900,0.000000,1574.888905,39.432900,0.000000
59.756010,0.101110,1578.875966,39.432900,0.000000
59.857120,0.202220,1582.863026,39.432900,0.000000
59.958230,0.303330,1586.850087,39.432900,0.000000
60.059340,0.404440,1590.837147,39.432900,0.000000
60.160450,0.505550,1594.824208,39.432900,0.000000
60.261560,0.606660,1598.811268,39.432900,0.000000
60.362670,0.707770,1602.798329,39.432900,0.000000
60.463780,0.808880,1606.785389,39.432900,0.000000
60.564890,0.909990,1610.772450,39.432900,0.000000
60.666000,1.011100,1614.759510,39.432900,0.000000
global_time,t,p,v,a
60.666000,0.000000,1614.759510,39.432900,0.000000
60.767110,0.101110,1618.746571,39.432900,0.000000
60.868220,0.202220,1622.733631,39.432900,0.000000
60.969330,0.303330,1626.720692,39.432900,0.000000
61.070440,0.404440,1630.707752,39.432900,0.000000
61.171550,0.505550,1634.694813,39.432900,0.000000
61.272660,0.606660,1638.681873,39.432900,0.000000
61.373770,0.707770,1642.668934,39.432900,0.000000
61.474880,0.808880,1646.655994,39.432900,0.000000
61.575990,0.909990,1650.643055,39.432900,0.000000
61.677100,1.011100,1654.630115,39.432900,0.000000
global_time,t,p,v,a
61.677100,0.000000,1654.630115,39.432900,0.000000
61.778210,0.101110,1658.617176,39.432900,0.000000
61.879320,0.202220,1662.604236,39.432900,0.000000
61.980430,0.303330,1666.591297,39.432900,0.000000
62.081540,0.404440,1670.578357,39.432900,0.000000
62.182650,0.505550,1674.565418,39.432900,0.000000
62.283760,0.606660,1678.552478,39.432900,0.000000
62.384870,0.707770,1682.539539,39.432900,0.000000
62.485980,0.808880,1686.526600,39.432900,0.000000
62.587090,0.909990,1690.513660,39.432900,0.000000
62.688200,1.011100,1694.500721,39.432900,0.000000
global_time,t,p,v,a
62.688200,0.000000,1694.500721,39.432900,0.000000
62.789310,0.101110,1698.487781,39.432900,0.000000
62.890420,0.202220,1702.474842,39.432900,0.000000
62.991530,0.303330,1706.461902,39.432900,0.000000
63.092640,0.404440,1710.448963,39.432900,0.000000
63.193750,0.505550,1714.436023,39.432900,0.000000
63.294860,0.606660,1718.423084,39.432900,0.000000
63.395970,0.707770,1722.410144,39.432900,0.000000
63.497080,0.808880,1726.397205,39.432900,0.000000
63.598190,0.909990,1730.384265,39.432900,0.000000
63.699300,1.011100,1734.371326,39.432900,0.000000
global_time,t,p,v,a
63.699300,0.000000,1734.371326,39.432900,0.000000
63.800410,0.101110,1738.358386,39.432900,0.000000
63.901520,0.202220,1742.345447,39.432900,0.000000
64.002630,0.303330,1746.332507,39.432900,0.000000
64.103740,0.404440,1750.319568,39.432900,0.000000
64.204850,0.505550,1754.306628,39.432900,0.000000
64.305960,0.606660,1758.293689,39.432900,0.000000
64.407070,0.707770,1762.280749,39.432900,0.000000
64.508180,0.808880,1766.267810,39.432900,0.000000
64.609290,0.909990,1770.254870,39.432900,0.000000
64.710400,1.011100,1774.241931,39.432900,0.000000
global_time,t,p,v,a
64.710400,0.000000,1774.241931,39.432900,0.000000
64.811510,0.101110,1778.228991,39.432900,0.000000
64.912620,0.202220,1782.216052,39.432900,0.000000
65.013730,0.303330,1786.203113,39.432900,0.000000
65.114840,0.404440,1790.190173,39.432900,0.000000
65.215950,0.505550,1794.177234,39.432900,0.000000
65.317060,0.606660,1798.164294,39.432900,0.000000
65.418170,0.707770,1802.151355,39.432900,0.000000
65.519280,0.808880,1806.138415,39.432900,0.000000
65.620390,0.909990,1810.125476,39.432900,0.000000
65.721500,1.011100,1814.112536,39.432900,0.000000
global_time,t,p,v,a
65.721500,0.000000,1814.112536,39.432900,0.000000
65.822610,0.101110,1818.099597,39.432900,0.000000
65.923720,0.202220,1822.086657,39.432900,0.000000
66.024830,0.303330,1826.073718,39.432900,0.000000
66.125940,0.404440,1830.060778,39.432900,0.000000
66.227050,0.505550,1834.047839,39.432900,0.000000
66.328160,0.606660,1838.034899,39.432900,0.000000
66.429270,0.707770,1842.021960,39.432900,0.000000
66.530380,0.808880,1846.009020,39.432900,0.000000
66.631490,0.909990,1849.996081,39.432900,0.000000
66.732600,1.011100,1853.983141,39.432900,0.000000
global_time,t,p,v,a
66.732600,0.000000,1853.983141,39.432900,0.000000
66.833710,0.101110,1857.970202,39.432900,0.000000
66.934820,0.202220,1861.957262,39.432900,0.000000
67.035930,0.303330,1865.944323,39.432900,0.000000
67.137040,0.404440,1869.931383,39.432900,0.000000
67.238150,0.505550,1873.918444,39.432900,0.000000
67.339260,0.606660,1877.905504,39.432900,0.000000
67.440370,0.707770,1881.892565,39.432900,0.000000
67.541480,0.808880,1885.879625,39.432900,0.000000
67.642590,0.909990,1889.866686,39.432900,0.000000
67.743700,1.011100,1893.853747,39.432900,0.000000
global_time,t,p,v,a
67.743700,0.000000,1893.853747,39.432900,0.000000
67.844810,0.101110,1897.840807,39.432900,0.000000
67.945920,0.202220,1901.827868,39.432900,0.000000
68.047030,0.303330,1905.814928,39.432900,0.000000
68.148140,0.404440,1909.801989,39.432900,0.000000
68.249250,0.505550,1913.789049,39.432900,0.000000
68.350360,0.606660,1917.776110,39.432900,0.000000
68.451470,0.707770,1921.763170,39.432900,0.000000
68.552580,0.808880,1925.750231,39.432900,0.000000
68.653690,0.909990,1929.737291,39.432900,0.000000
68.754800,1.011100,1933.724352,39.432900,0.000000
global_time,t,p,v,a
68.754800,0.000000,1933.724352,39.432900,0.000000
68.855910,0.101110,1937.711412,39.432900,0.000000
68.957020,0.202220,1941.698473,39.432900,0.000000
69.058130,0.303330,1945.685533,39.432900,0.000000
69.159240,0.404440,1949.672594,39.432900,0.000000
69.260350,0.505550,1953.659654,39.432900,0.000000
69.361460,0.606660,1957.646715,39.432900,0.000000
69.462570,0.707770,1961.633775,39.432900,0.000000
69.563680,0.808880,1965.620836,39.432900,0.000000
69.664790,0.909990,1969.607896,39.432900,0.000000
69.765900,1.011100,1973.594957,39.432900,0.000000
global_time,t,p,v,a
69.765900,0.000000,1973.594957,39.432900,0.000000
69.867010,0.101110,1977.582017,39.432900,0.000000
69.968120,0.202220,1981.569078,39.432900,0.000000
70.069230,0.303330,1985.556138,39.432900,0.000000
70.170340,0.404440,1989.543199,39.432900,0.000000
70.271450,0.505550,1993.530259,39.432900,0.000000
70.372560,0.606660,1997.517320,39.432900,0.000000
70.473670,0.707770,2001.504381,39.432900,0.000000
70.574780,0.808880,2005.491441,39.432900,0.000000
70.675890,0.909990,2009.478502,39.432900,0.000000
70.777000,1.011100,2013.465562,39.432900,0.000000
global_time,t,p,v,a
70.777000,0.000000,2013.465562,39.432900,0.000000
70.878110,0.101110,2017.452623,39.432900,0.000000
70.979220,0.202220,2021.439683,39.432900,0.000000
71.080330,0.303330,2025.426744,39.432900,0.000000
71.181440,0.404440,2029.413804,39.432900,0.000000
71.282550,0.505550,2033.400865,39.432900,0.000000
71.383660,0.606660,2037.387925,39.432900,0.000000
71.484770,0.707770,2041.374986,39.432900,0.000000
71.585880,0.808880,2045.362046,39.432900,0.000000
71.686990,0.909990,2049.349107,39.432900,0.000000
71.788100,1.011100,2053.336167,39.432900,0.000000
global_time,t,p,v,a
71.788100,0.000000,2053.336167,39.432900,0.000000
71.889210,0.101110,2057.323228,39.432900,0.000000
71.990320,0.202220,2061.310288,39.432900,0.000000
72.091430,0.303330,2065.297349,39.432900,0.000000
72.192540,0.404440,2069.284409,39.432900,0.000000
72.293650,0.505550,2073.271470,39.432900,0.000000
72.394760,0.606660,2077.258530,39.432900,0.000000
72.495870,0.707770,2081.245591,39.432900,0.000000
72.596980,0.808880,2085.232651,39.432900,0.000000
72.698090,0.909990,2089.219712,39.432900,0.000000
72.799200,1.011100,2093.206772,39.432900,0.000000
global_time,t,p,v,a
72.799200,0.000000,2093.206772,39.432900,0.000000
72.900310,0.101110,2097.193833,39.432900,0.000000
73.001420,0.202220,2101.180894,39.432900,0.000000
73.102530,0.303330,2105.167954,39.432900,0.000000
73.203640,0.404440,2109.155015,39.432900,0.000000
73.304750,0.505550,2113.142075,39.432900,0.000000
73.405860,0.606660,2117.129136,39.432900,0.000000
73.506970,0.707770,2121.116196,39.432900,0.000000
73.608080,0.808880,2125.103257,39.432900,0.000000
73.709190,0.909990,2129.090317,39.432900,0.000000
73.810300,1.011100,2133.077378,39.432900,0.000000
global_time,t,p,v,a
73.810300,0.000000,2133.077378,39.432900,0.000000
73.911410,0.101110,2137.064438,39.432900,0.000000
74.012520,0.202220,2141.051499,39.432900,0.000000
74.113630,0.303330,2145.038559,39.432900,0.000000
74.214740,0.404440,2149.025620,39.432900,0.000000
74.315850,0.505550,2153.012680,39.432900,0.000000
74.416960,0.606660,2156.999741,39.432900,0.000000
74.518070,0.707770,2160.986801,39.432900,0.000000
74.619180,0.808880,2164.973862,39.432900,0.000000
74.720290,0.909990,2168.960922,39.432900,0.000000
74.821400,1.011100,2172.947983,39.432900,0.000000
global_time,t,p,v,a
74.821400,0.000000,2172.947983,39.432900,0.000000
74.922510,0.101110,2176.935043,39.432900,0.000000
75.023620,0.202220,2180.922104,39.432900,0.000000
75.124730,0.303330,2184.909164,39.432900,0.000000
75.225840,0.404440,2188.896225,39.432900,0.000000
75.326950,0.505550,2192.883285,39.432900,0.000000
75.428060,0.606660,2196.870346,39.432900,0.000000
75.529170,0.707770,2200.857406,39.432900,0.000000
75.630280,0.808880,2204.844467,39.432900,0.000000
75.731390,0.909990,2208.831528,39.432900,0.000000
75.832500,1.011100,2212.818588,39.432900,0.000000
global_time,t,p,v,a
75.832500,0.000000,2212.818588,39.432900,0.000000
75.933610,0.101110,2216.805649,39.432900,0.000000
76.034720,0.202220,2220.792709,39.432900,0.000000
76.135830,0.303330,2224.779770,39.432900,0.000000
76.236940,0.404440,2228.766830,39.432900,0.000000
76.338050,0.505550,2232.753891,39.432900,0.000000
76.439160,0.606660,2236.740951,39.432900,0.000000
76.540270,0.707770,2240.728012,39.432900,0.000000
76.641380,0.808880,2244.715072,39.432900,0.000000
76.742490,0.909990,2248.702133,39.432900,0.000000
76.843600,1.011100,2252.689193,39.432900,0.000000
global_time,t,p,v,a
76.843600,0.000000,2252.689193,39.432900,0.000000
76.944710,0.101110,2256.676254,39.432900,0.000000
77.045820,0.202220,2260.663314,39.432900,0.000000
77.146930,0.303330,2264.650375,39.432900,0.000000
77.248040,0.404440,2268.637435,39.432900,0.000000
77.349150,0.505550,2272.624496,39.432900,0.000000
77.450260,0.606660,2276.611556,39.432900,0.000000
77.551370,0.707770,2280.598617,39.432900,0.000000
77.652480,0.808880,2284.585677,39.432900,0.000000
77.753590,0.909990,2288.572738,39.432900,0.000000
77.854700,1.011100,2292.559798,39.432900,0.000000
global_time,t,p,v,a
77.854700,0.000000,2292.559798,39.432900,0.000000
77.955810,0.101110,2296.546859,39.432900,0.000000
78.056920,0.202220,2300.533919,39.432900,0.000000
78.158030,0.303330,2304.520980,39.432900,0.000000
78.259140,0.404440,2308.508041,39.432900,0.000000
78.360250,0.505550,2312.495101,39.432900,0.000000
78.461360,0.606660,2316.482162,39.432900,0.000000
78.562470,0.707770,2320.469222,39.432900,0.000000
78.663580,0.808880,2324.456283,39.432900,0.000000
78.764690,0.909990,2328.443343,39.432900,0.000000
78.865800,1.011100,2332.430404,39.432900,0.000000
global_time,t,p,v,a
78.865800,0.000000,2332.430404,39.432900,0.000000
78.966910,0.101110,2336.417464,39.432900,0.000000
79.068020,0.202220,2340.404525,39.432900,0.000000
79.169130,0.303330,2344.391585,39.432900,0.000000
79.270240,0.404440,2348.378646,39.432900,0.000000
79.371350,0.505550,2352.365706,39.432900,0.000000
79.472460,0.606660,2356.352767,39.432900,0.000000
79.573570,0.707770,2360.339827,39.432900,0.000000
79.674680,0.808880,2364.326888,39.432900,0.000000
79.775790,0.909990,2368.313948,39.432900,0.000000
79.876900,1.011100,2372.301009,39.432900,0.000000
global_time,t,p,v,a
79.876900,0.000000,2372.301009,39.432900,0.000000
79.978010,0.101110,2376.288069,39.432900,0.000000
80.079120,0.202220,2380.275130,39.432900,0.000000
80.180230,0.303330,2384.262190,39.432900,0.000000
80.281340,0.404440,2388.249251,39.432900,0.000000
80.382450,0.505550,2392.236311,39.432900,0.000000
80.483560,0.606660,2396.223372,39.432900,0.000000
80.584670,0.707770,2400.210432,39.432900,0.000000
80.685780,0.808880,2404.197493,39.432900,0.000000
80.786890,0.909990,2408.184553,39.432900,0.000000
80.888000,1.011100,2412.171614,39.432900,0.000000
global_time,t,p,v,a
80.888000,0.000000,2412.171614,39.432900,0.000000
80.989110,0.101110,2416.158675,39.432900,0.000000
81.090220,0.202220,2420.145735,39.432900,0.000000
81.191330,0.303330,2424.132796,39.432900,0.000000
81.292440,0.404440,2428.119856,39.432900,0.000000
81.393550,0.505550,2432.106917,39.432900,0.000000
81.494660,0.606660,2436.093977,39.432900,0.000000
81.595770,0.707770,2440.081038,39.432900,0.000000
81.696880,0.808880,2444.068098,39.432900,0.000000
81.797990,0.909990,2448.055159,39.432900,0.000000
81.899100,1.011100,2452.042219,39.432900,0.000000
global_time,t,p,v,a
81.899100,0.000000,2452.042219,39.432900,0.000000
82.000210,0.101110,2456.029280,39.432900,0.000000
82.101320,0.202220,2460.016340,39.432900,0.000000
82.202430,0.303330,2464.003401,39.432900,0.000000
82.303540,0.404440,2467.990461,39.432900,0.000000
82.404650,0.505550,2471.977522,39.432900,0.000000
82.505760,0.606660,2475.964582,39.432900,0.000000
82.606870,0.707770,2479.951643,39.432900,0.000000
82.707980,0.808880,2483.938703,39.432900,0.000000
82.809090,0.909990,2487.925764,39.432900,0.000000
82.910200,1.011100,2491.912824,39.432900,0.000000
global_time,t,p,v,a
82.910200,0.000000,2491.912824,39.432900,0.000000
83.011310,0.101110,2495.899885,39.432900,0.000000
83.112420,0.202220,2499.886945,39.432900,0.000000
83.213530,0.303330,2503.874006,39.432900,0.000000
83.314640,0.404440,2507.861066,39.432900,0.000000
83.415750,0.505550,2511.848127,39.432900,0.000000
83.516860,0.606660,2515.835187,39.432900,0.000000
83.617970,0.707770,2519.822248,39.432900,0.000000
83.719080,0.808880,2523.809309,39.432900,0.000000
83.820190,0.909990,2527.796369,39.432900,0.000000
83.921300,1.011100,2531.783430,39.432900,0.000000
global_time,t,p,v,a
83.921300,0.000000,2531.783430,39.432900,0.000000
84.022410,0.101110,2535.770490,39.432900,0.000000
84.123520,0.202220,2539.757551,39.432900,0.000000
84.224630,0.303330,2543.744611,39.432900,0.000000
84.325740,0.404440,2547.731672,39.432900,0.000000
84.426850,0.505550,2551.718732,39.432900,0.000000
84.527960,0.606660,2555.705793,39.432900,0.000000
84.629070,0.707770,2559.692853,39.432900,0.000000
84.730180,0.808880,2563.679914,39.432900,0.000000
84.831290,0.909990,2567.666974,39.432900,0.000000
84.932400,1.011100,2571.654035,39.432900,0.000000
global_time,t,p,v,a
84.932400,0.000000,2571.654035,39.432900,0.000000
85.033510,0.101110,2575.641095,39.432900,0.000000
85.134620,0.202220,2579.628156,39.432900,0.000000
85.235730,0.303330,2583.615216,39.432900,0.000000
85.336840,0.404440,2587.602277,39.432900,0.000000
85.437950,0.505550,2591.589337,39.432900,0.000000
85.539060,0.606660,2595.576398,39.432900,0.000000
85.640170,0.707770,2599.563458,39.432900,0.000000
85.741280,0.808880,2603.550519,39.432900,0.000000
85.842390,0.909990,2607.537579,39.432900,0.000000
85.943500,1.011100,2611.524640,39.432900,0.000000
global_time,t,p,v,a
85.943500,0.000000,2611.524640,39.432900,0.000000
86.044610,0.101110,2615.511700,39.432900,0.000000
86.145720,0.202220,2619.498761,39.432900,0.000000
86.246830,0.303330,2623.485822,39.432900,0.000000
86.347940,0.404440,2627.472882,39.432900,0.000000
86.449050,0.505550,2631.459943,39.432900,0.000000
86.550160,0.606660,2635.447003,39.432900,0.000000
86.651270,0.707770,2639.434064,39.432900,0.000000
86.752380,0.808880,2643.421124,39.432900,0.000000
86.853490,0.909990,2647.408185,39.432900,0.000000
86.954600,1.011100,2651.395245,39.432900,0.000000
global_time,t,p,v,a
86.954600,0.000000,2651.395245,39.432900,0.000000
87.055710,0.101110,2655.382306,39.432900,0.000000
87.156820,0.202220,2659.369366,39.432900,0.000000
87.257930,0.303330,2663.356427,39.432900,0.000000
87.359040,0.404440,2667.343487,39.432900,0.000000
87.460150,0.505550,2671.330548,39.432900,0.000000
87.561260,0.606660,2675.317608,39.432900,0.000000
87.662370,0.707770,2679.304669,39.432900,0.000000
87.763480,0.808880,2683.291729,39.432900,0.000000
87.864590,0.909990,2687.278790,39.432900,0.000000
87.965700,1.011100,2691.265850,39.432900,0.000000
global_time,t,p,v,a
87.965700,0.000000,2691.265850,39.432900,0.000000
88.066810,0.101110,2695.252911,39.432900,0.000000
88.167920,0.202220,2699.239971,39.432900,0.000000
88.269030,0.303330,2703.227032,39.432900,0.000000
88.370140,0.404440,2707.214092,39.432900,0.000000
88.471250,0.505550,2711.201153,39.432900,0.000000
88.572360,0.606660,2715.188213,39.432900,0.000000
88.673470,0.707770,2719.175274,39.432900,0.000000
88.774580,0.808880,2723.162334,39.432900,0.000000
88.875690,0.909990,2727.149395,39.432900,0.000000
88.976800,1.011100,2731.136456,39.432900,0.000000
global_time,t,p,v,a
88.976800,0.000000,2731.136456,39.432900,0.000000
89.077910,0.101110,2735.123516,39.432900,0.000000
89.179020,0.202220,2739.110577,39.432900,0.000000
89.280130,0.303330,2743.097637,39.432900,0.000000
89.381240,0.404440,2747.084698,39.432900,0.000000
89.482350,0.505550,2751.071758,39.432900,0.000000
89.583460,0.606660,2755.058819,39.432900,0.000000
89.684570,0.707770,2759.045879,39.432900,0.000000
89.785680,0.808880,2763.032940,39.432900,0.000000
89.886790,0.909990,2767.020000,39.432900,0.000000
89.987900,1.011100,2771.007061,39.432900,0.000000
global_time,t,p,v,a
89.987900,0.000000,2771.007061,39.432900,0.000000
90.089010,0.101110,2774.994121,39.432900,0.000000
90.190120,0.202220,2778.981182,39.432900,0.000000
90.291230,0.303330,2782.968242,39.432900,0.000000
90.392340,0.404440,2786.955303,39.432900,0.000000
90.493450,0.505550,2790.942363,39.432900,0.000000
90.594560,0.606660,2794.929424,39.432900,0.000000
90.695670,0.707770,2798.916484,39.432900,0.000000
90.796780,0.808880,2802.903545,39.432900,0.000000
90.897890,0.909990,2806.890605,39.432900,0.000000
90.999000,1.011100,2810.877666,39.432900,0.000000
global_time,t,p,v,a
90.999000,0.000000,2810.877666,39.432900,0.000000
91.100110,0.101110,2814.864726,39.432900,0.000000
91.201220,0.202220,2818.851787,39.432900,0.000000
91.302330,0.303330,2822.838847,39.432900,0.000000
91.403440,0.404440,2826.825908,39.432900,0.000000
91.504550,0.505550,2830.812968,39.432900,0.000000
91.605660,0.606660,2834.800029,39.432900,0.000000
91.706770,0.707770,2838.787090,39.432900,0.000000
91.807880,0.808880,2842.774150,39.432900,0.000000
91.908990,0.909990,2846.761211,39.432900,0.000000
92.010100,1.011100,2850.748271,39.432900,0.000000
global_time,t,p,v,a
92.010100,0.000000,2850.748271,39.432900,0.000000
92.111210,0.101110,2854.735332,39.432900,0.000000
92.212320,0.202220,2858.722392,39.432900,0.000000
92.313430,0.303330,2862.709453,39.432900,0.000000
92.414540,0.404440,2866.696513,39.432900,0.000000
92.515650,0.505550,2870.683574,39.432900,0.000000
92.616760,0.606660,2874.670634,39.432900,0.000000
92.717870,0.707770,2878.657695,39.432900,0.000000
92.818980,0.808880,2882.644755,39.432900,0.000000
92.920090,0.909990,2886.631816,39.432900,0.000000
93.021200,1.011100,2890.618876,39.432900,0.000000
global_time,t,p,v,a
93.021200,0.000000,2890.618876,39.432900,0.000000
93.122310,0.101110,2894.605937,39.432900,0.000000
93.223420,0.202220,2898.592997,39.432900,0.000000
93.324530,0.303330,2902.580058,39.432900,0.000000
93.425640,0.404440,2906.567118,39.432900,0.000000
93.526750,0.505550,2910.554179,39.432900,0.000000
93.627860,0.606660,2914.541239,39.432900,0.000000
93.728970,0.707770,2918.528300,39.432900,0.000000
93.830080,0.808880,2922.515360,39.432900,0.000000
93.931190,0.909990,2926.502421,39.432900,0.000000
94.032300,1.011100,2930.489481,39.432900,0.000000
global_time,t,p,v,a
94.032300,0.000000,2930.489481,39.432900,0.000000
94.133410,0.101110,2934.476542,39.432900,0.000000
94.234520,0.202220,2938.463603,39.432900,0.000000
94.335630,0.303330,2942.450663,39.432900,0.000000
94.436740,0.404440,2946.437724,39.432900,0.000000
94.537850,0.505550,2950.424784,39.432900,0.000000
94.638960,0.606660,2954.411845,39.432900,0.000000
94.740070,0.707770,2958.398905,39.432900,0.000000
94.841180,0.808880,2962.385966,39.432900,0.000000
94.942290,0.909990,2966.373026,39.432900,0.000000
95.043400,1.011100,2970.360087,39.432900,0.000000
global_time,t,p,v,a
95.043400,0.000000,2970.360087,39.432900,0.000000
95.144510,0.101110,2974.347147,39.432900,0.000000
95.245620,0.202220,2978.334208,39.432900,0.000000
95.346730,0.303330,2982.321268,39.432900,0.000000
95.447840,0.404440,2986.308329,39.432900,0.000000
95.548950,0.505550,2990.295389,39.432900,0.000000
95.650060,0.606660,2994.282450,39.432900,0.000000
95.751170,0.707770,2998.269510,39.432900,0.000000
95.852280,0.808880,3002.256571,39.432900,0.000000
95.953390,0.909990,3006.243631,39.432900,0.000000
96.054500,1.011100,3010.230692,39.432900,0.000000
global_time,t,p,v,a
96.054500,0.000000,3010.230692,39.432900,0.000000
96.155610,0.101110,3014.217752,39.432900,0.000000
96.256720,0.202220,3018.204813,39.432900,0.000000
